#Release 13.4 - par O.87xd (lin64)
#Copyright (c) 1995-2011 Xilinx, Inc.  All rights reserved.

#Sat Nov  8 15:27:08 2014

#
## NOTE: This file is designed to be imported into a spreadsheet program
# such as Microsoft Excel for viewing, printing and sorting. The |
# character is used as the data field separator. This file is also designed
# to support parsing.
#
#INPUT FILE:       scanner_wrapper_map.ncd
#OUTPUT FILE:      scanner_wrapper_pad.csv
#PART TYPE:        xc5vtx240t
#SPEED GRADE:      -2
#PACKAGE:          ff1759
#
# Pinout by Pin Number:
# 
# -----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,-----,
Pin Number,Signal Name,Pin Usage,Pin Name,Direction,IO Standard,IO Bank Number,Drive (mA),Slew Rate,Termination,IOB Delay,Voltage,Constraint,IO Register,Signal Integrity,
AY40,,,GND,,,,,,,,,,,,
AY41,,,MGTAVTTRX_125,,,,,,,,,,,,
AY42,,,GND,,,,,,,,,,,,
B1,,OPAD,MGTTXP1_124,UNUSED,,,,,,,,,,,
B2,,OPAD,MGTTXN1_124,UNUSED,,,,,,,,,,,
B3,,,GND,,,,,,,,,,,,
B4,,,GND,,,,,,,,,,,,
B5,,OPAD,MGTTXN0_124,UNUSED,,,,,,,,,,,
B6,,OPAD,MGTTXP0_124,UNUSED,,,,,,,,,,,
B7,,OPAD,MGTTXP1_128,UNUSED,,,,,,,,,,,
B8,,OPAD,MGTTXN1_128,UNUSED,,,,,,,,,,,
B9,,,GND,,,,,,,,,,,,
B10,,,GND,,,,,,,,,,,,
B11,,OPAD,MGTTXN0_128,UNUSED,,,,,,,,,,,
B12,,OPAD,MGTTXP0_128,UNUSED,,,,,,,,,,,
B13,,OPAD,MGTTXP1_132,UNUSED,,,,,,,,,,,
B14,,OPAD,MGTTXN1_132,UNUSED,,,,,,,,,,,
B15,,,GND,,,,,,,,,,,,
B16,,,GND,,,,,,,,,,,,
B17,,OPAD,MGTTXN0_132,UNUSED,,,,,,,,,,,
B18,,OPAD,MGTTXP0_132,UNUSED,,,,,,,,,,,
B19,,,GND,,,,,,,,,,,,
B20,,,GND,,,,,,,,,,,,
B21,dpt_data_scn<198>,IOB,IO_L11P_CC_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
B22,dpt_data_scn<192>,IOB,IO_L8P_CC_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
B23,dpt_data_scn<193>,IOB,IO_L8N_CC_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
B24,,,GND,,,,,,,,,,,,
B25,,OPAD,MGTTXP0_131,UNUSED,,,,,,,,,,,
B26,,OPAD,MGTTXN0_131,UNUSED,,,,,,,,,,,
B27,,,GND,,,,,,,,,,,,
B28,,,GND,,,,,,,,,,,,
B29,,OPAD,MGTTXN1_131,UNUSED,,,,,,,,,,,
B30,,OPAD,MGTTXP1_131,UNUSED,,,,,,,,,,,
B31,,OPAD,MGTTXP0_127,UNUSED,,,,,,,,,,,
B32,,OPAD,MGTTXN0_127,UNUSED,,,,,,,,,,,
B33,,,GND,,,,,,,,,,,,
B34,,,GND,,,,,,,,,,,,
B35,,OPAD,MGTTXN1_127,UNUSED,,,,,,,,,,,
B36,,OPAD,MGTTXP1_127,UNUSED,,,,,,,,,,,
B37,,OPAD,MGTTXP0_123,UNUSED,,,,,,,,,,,
B38,,OPAD,MGTTXN0_123,UNUSED,,,,,,,,,,,
B39,,,GND,,,,,,,,,,,,
B40,,,GND,,,,,,,,,,,,
B41,,OPAD,MGTTXN1_123,UNUSED,,,,,,,,,,,
B42,,OPAD,MGTTXP1_123,UNUSED,,,,,,,,,,,
BA1,,OPAD,MGTTXP0_126,UNUSED,,,,,,,,,,,
BA2,,OPAD,MGTTXN0_126,UNUSED,,,,,,,,,,,
BA3,,,GND,,,,,,,,,,,,
BA4,,,GND,,,,,,,,,,,,
BA5,,OPAD,MGTTXN1_126,UNUSED,,,,,,,,,,,
BA6,,OPAD,MGTTXP1_126,UNUSED,,,,,,,,,,,
BA7,,OPAD,MGTTXP0_130,UNUSED,,,,,,,,,,,
BA8,,OPAD,MGTTXN0_130,UNUSED,,,,,,,,,,,
BA9,,,GND,,,,,,,,,,,,
BA10,,,GND,,,,,,,,,,,,
BA11,,OPAD,MGTTXN1_130,UNUSED,,,,,,,,,,,
BA12,,OPAD,MGTTXP1_130,UNUSED,,,,,,,,,,,
BA13,,OPAD,MGTTXP0_134,UNUSED,,,,,,,,,,,
BA14,,OPAD,MGTTXN0_134,UNUSED,,,,,,,,,,,
BA15,,,GND,,,,,,,,,,,,
BA16,,,GND,,,,,,,,,,,,
BA17,,OPAD,MGTTXN1_134,UNUSED,,,,,,,,,,,
BA18,,OPAD,MGTTXP1_134,UNUSED,,,,,,,,,,,
BA19,,,GND,,,,,,,,,,,,
BA20,scn_data_clt<74>,IOB,IO_L14P_6,OUTPUT,LVCMOS25*,6,12,SLOW,,,,UNLOCATED,NO,NONE,
BA21,scn_data_clt<163>,IOB,IO_L5P_6,OUTPUT,LVCMOS25*,6,12,SLOW,,,,UNLOCATED,NO,NONE,
BA22,scn_data_clt<41>,IOB,IO_L3P_6,OUTPUT,LVCMOS25*,6,12,SLOW,,,,UNLOCATED,NO,NONE,
BA23,,,GND,,,,,,,,,,,,
BA24,,,GND,,,,,,,,,,,,
BA25,,OPAD,MGTTXP1_133,UNUSED,,,,,,,,,,,
BA26,,OPAD,MGTTXN1_133,UNUSED,,,,,,,,,,,
BA27,,,GND,,,,,,,,,,,,
BA28,,,GND,,,,,,,,,,,,
BA29,,OPAD,MGTTXN0_133,UNUSED,,,,,,,,,,,
BA30,,OPAD,MGTTXP0_133,UNUSED,,,,,,,,,,,
BA31,,OPAD,MGTTXP1_129,UNUSED,,,,,,,,,,,
BA32,,OPAD,MGTTXN1_129,UNUSED,,,,,,,,,,,
BA33,,,GND,,,,,,,,,,,,
BA34,,,GND,,,,,,,,,,,,
BA35,,OPAD,MGTTXN0_129,UNUSED,,,,,,,,,,,
BA36,,OPAD,MGTTXP0_129,UNUSED,,,,,,,,,,,
BA37,,OPAD,MGTTXP1_125,UNUSED,,,,,,,,,,,
BA38,,OPAD,MGTTXN1_125,UNUSED,,,,,,,,,,,
BA39,,,GND,,,,,,,,,,,,
BA40,,,GND,,,,,,,,,,,,
BA41,,OPAD,MGTTXN0_125,UNUSED,,,,,,,,,,,
BA42,,OPAD,MGTTXP0_125,UNUSED,,,,,,,,,,,
BB2,,IPAD,MGTRXP0_126,UNUSED,,,,,,,,,,,
BB3,,IPAD,MGTRXN0_126,UNUSED,,,,,,,,,,,
BB4,,IPAD,MGTRXN1_126,UNUSED,,,,,,,,,,,
BB5,,IPAD,MGTRXP1_126,UNUSED,,,,,,,,,,,
BB6,,,GND,,,,,,,,,,,,
BB7,,,GND,,,,,,,,,,,,
BB8,,IPAD,MGTRXP0_130,UNUSED,,,,,,,,,,,
BB9,,IPAD,MGTRXN0_130,UNUSED,,,,,,,,,,,
BB10,,IPAD,MGTRXN1_130,UNUSED,,,,,,,,,,,
BB11,,IPAD,MGTRXP1_130,UNUSED,,,,,,,,,,,
BB12,,,GND,,,,,,,,,,,,
BB13,,,GND,,,,,,,,,,,,
BB14,,IPAD,MGTRXP0_134,UNUSED,,,,,,,,,,,
BB15,,IPAD,MGTRXN0_134,UNUSED,,,,,,,,,,,
BB16,,IPAD,MGTRXN1_134,UNUSED,,,,,,,,,,,
BB17,,IPAD,MGTRXP1_134,UNUSED,,,,,,,,,,,
BB18,,,GND,,,,,,,,,,,,
BB19,,,GND,,,,,,,,,,,,
BB20,,,GND,,,,,,,,,,,,
BB21,scn_data_clt<160>,IOB,IO_L3N_6,OUTPUT,LVCMOS25*,6,12,SLOW,,,,UNLOCATED,NO,NONE,
BB22,scn_data_clt<161>,IOB,IO_L4P_6,OUTPUT,LVCMOS25*,6,12,SLOW,,,,UNLOCATED,NO,NONE,
BB23,scn_data_clt<162>,IOB,IO_L4N_VREF_6,OUTPUT,LVCMOS25*,6,12,SLOW,,,,UNLOCATED,NO,NONE,
BB24,,,GND,,,,,,,,,,,,
BB25,,,GND,,,,,,,,,,,,
BB26,,IPAD,MGTRXP1_133,UNUSED,,,,,,,,,,,
BB27,,IPAD,MGTRXN1_133,UNUSED,,,,,,,,,,,
BB28,,IPAD,MGTRXN0_133,UNUSED,,,,,,,,,,,
BB29,,IPAD,MGTRXP0_133,UNUSED,,,,,,,,,,,
BB30,,,GND,,,,,,,,,,,,
BB31,,,GND,,,,,,,,,,,,
BB32,,IPAD,MGTRXP1_129,UNUSED,,,,,,,,,,,
BB33,,IPAD,MGTRXN1_129,UNUSED,,,,,,,,,,,
BB34,,IPAD,MGTRXN0_129,UNUSED,,,,,,,,,,,
BB35,,IPAD,MGTRXP0_129,UNUSED,,,,,,,,,,,
BB36,,,GND,,,,,,,,,,,,
BB37,,,GND,,,,,,,,,,,,
BB38,,IPAD,MGTRXP1_125,UNUSED,,,,,,,,,,,
BB39,,IPAD,MGTRXN1_125,UNUSED,,,,,,,,,,,
BB40,,IPAD,MGTRXN0_125,UNUSED,,,,,,,,,,,
BB41,,IPAD,MGTRXP0_125,UNUSED,,,,,,,,,,,
C1,,,MGTAVTTTX_124,,,,,,,,,,,,
C2,,,MGTAVCCPLL_124,,,,,,,,,,,,
C3,,IPAD,MGTREFCLKN_124,UNUSED,,,,,,,,,,,
C4,,IPAD,MGTREFCLKP_124,UNUSED,,,,,,,,,,,
C5,,,MGTAVTTRX_124,,,,,,,,,,,,
C6,,,GND,,,,,,,,,,,,
C7,,,MGTAVTTTX_128,,,,,,,,,,,,
C8,,,MGTAVCCPLL_128,,,,,,,,,,,,
C9,,,MGTAVCC_128,,,,,,,,,,,,
C10,,IPAD,MGTREFCLKN_128,UNUSED,,,,,,,,,,,
C11,,,MGTAVTTRX_128,,,,,,,,,,,,
C12,,,GND,,,,,,,,,,,,
C13,,,MGTAVTTTX_132,,,,,,,,,,,,
C14,,,MGTAVCCPLL_132,,,,,,,,,,,,
C15,,,MGTAVCC_132,,,,,,,,,,,,
C16,,IPAD,MGTREFCLKN_132,UNUSED,,,,,,,,,,,
C17,,,MGTAVTTRX_132,,,,,,,,,,,,
C18,,,GND,,,,,,,,,,,,
C19,,,GND,,,,,,,,,,,,
C20,dpt_data_scn<201>,IOB,IO_L12N_VRP_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
C21,dpt_data_scn<188>,IOB,IO_L6P_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
C22,,,VCCO_7,,,7,,,,,2.50,,,,
C23,dpt_data_scn<185>,IOB,IO_L4N_VREF_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
C24,,,GND,,,,,,,,,,,,
C25,,,GND,,,,,,,,,,,,
C26,,,MGTAVTTRX_131,,,,,,,,,,,,
C27,,IPAD,MGTREFCLKN_131,UNUSED,,,,,,,,,,,
C28,,,MGTAVCC_131,,,,,,,,,,,,
C29,,,MGTAVCCPLL_131,,,,,,,,,,,,
C30,,,MGTAVTTTX_131,,,,,,,,,,,,
C31,,,GND,,,,,,,,,,,,
C32,,,MGTAVTTRX_127,,,,,,,,,,,,
C33,,IPAD,MGTREFCLKN_127,UNUSED,,,,,,,,,,,
C34,,,MGTAVCC_127,,,,,,,,,,,,
C35,,,MGTAVCCPLL_127,,,,,,,,,,,,
C36,,,MGTAVTTTX_127,,,,,,,,,,,,
C37,,,GND,,,,,,,,,,,,
C38,,,MGTAVTTRX_123,,,,,,,,,,,,
C39,,IPAD,MGTREFCLKP_123,UNUSED,,,,,,,,,,,
C40,,IPAD,MGTREFCLKN_123,UNUSED,,,,,,,,,,,
C41,,,MGTAVCCPLL_123,,,,,,,,,,,,
C42,,,MGTAVTTTX_123,,,,,,,,,,,,
D1,,,GND,,,,,,,,,,,,
D2,,OPAD,MGTTXP0_120,UNUSED,,,,,,,,,,,
D3,,,GND,,,,,,,,,,,,
D4,,,MGTAVCC_124,,,,,,,,,,,,
D5,,,GND,,,,,,,,,,,,
D6,,,GND,,,,,,,,,,,,
D7,,,GND,,,,,,,,,,,,
D8,,,GND,,,,,,,,,,,,
D9,,,GND,,,,,,,,,,,,
D10,,IPAD,MGTREFCLKP_128,UNUSED,,,,,,,,,,,
D11,,,GND,,,,,,,,,,,,
D12,,,GND,,,,,,,,,,,,
D13,,,GND,,,,,,,,,,,,
D14,,,GND,,,,,,,,,,,,
D15,,,GND,,,,,,,,,,,,
D16,,IPAD,MGTREFCLKP_132,UNUSED,,,,,,,,,,,
D17,,,GND,,,,,,,,,,,,
D18,,,GND,,,,,,,,,,,,
D19,,,GND,,,,,,,,,,,,
D20,dpt_data_scn<200>,IOB,IO_L12P_VRN_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
D21,dpt_data_scn<189>,IOB,IO_L6N_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
D22,dpt_data_scn<184>,IOB,IO_L4P_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
D23,dpt_data_scn<182>,IOB,IO_L3P_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
D24,,,GND,,,,,,,,,,,,
D25,,,GND,,,,,,,,,,,,
D26,,,GND,,,,,,,,,,,,
D27,,IPAD,MGTREFCLKP_131,UNUSED,,,,,,,,,,,
D28,,,GND,,,,,,,,,,,,
D29,,,GND,,,,,,,,,,,,
D30,,,GND,,,,,,,,,,,,
D31,,,GND,,,,,,,,,,,,
D32,,,GND,,,,,,,,,,,,
D33,,IPAD,MGTREFCLKP_127,UNUSED,,,,,,,,,,,
D34,,,GND,,,,,,,,,,,,
D35,,,GND,,,,,,,,,,,,
D36,,,GND,,,,,,,,,,,,
D37,,,GND,,,,,,,,,,,,
D38,,,GND,,,,,,,,,,,,
D39,,,MGTAVCC_123,,,,,,,,,,,,
D40,,,GND,,,,,,,,,,,,
D41,,OPAD,MGTTXP0_119,UNUSED,,,,,,,,,,,
D42,,,GND,,,,,,,,,,,,
E1,,IPAD,MGTRXP0_120,UNUSED,,,,,,,,,,,
E2,,OPAD,MGTTXN0_120,UNUSED,,,,,,,,,,,
E3,,,MGTAVTTRX_120,,,,,,,,,,,,
E4,,,GND,,,,,,,,,,,,
E5,,,GND,,,,,,,,,,,,
E6,,,GND,,,,,,,,,,,,
E7,dpt_data_scn<62>,IOB,IO_L3P_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
E8,dpt_data_scn<63>,IOB,IO_L3N_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
E9,,,GND,,,,,,,,,,,,
E10,,,GND,,,,,,,,,,,,
E11,,,GND,,,,,,,,,,,,
E12,dpt_data_scn<224>,IOB,IO_L4P_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
E13,dpt_data_scn<225>,IOB,IO_L4N_VREF_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
E14,dpt_data_scn<246>,IOB,IO_L15P_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
E15,,,GND,,,,,,,,,,,,
E16,,,GND,,,,,,,,,,,,
E17,,,GND,,,,,,,,,,,,
E18,dpt_data_scn<125>,IOB,IO_L14N_VREF_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
E19,dpt_data_scn<124>,IOB,IO_L14P_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
E20,dpt_data_scn<98>,IOB,IO_L1P_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
E21,,,GND,,,,,,,,,,,,
E22,dpt_data_scn<183>,IOB,IO_L3N_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
E23,dpt_data_scn<211>,IOB,IO_L17N_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
E24,dpt_data_scn<210>,IOB,IO_L17P_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
E25,dpt_data_scn<215>,IOB,IO_L19N_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
E26,,,GND,,,,,,,,,,,,
E27,,,GND,,,,,,,,,,,,
E28,,,GND,,,,,,,,,,,,
E29,dpt_data_scn<168>,IOB,IO_L16P_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
E30,dpt_data_scn<165>,IOB,IO_L14N_VREF_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
E31,,,GND,,,,,,,,,,,,
E32,,,GND,,,,,,,,,,,,
E33,,,GND,,,,,,,,,,,,
E34,,,GND,,,,,,,,,,,,
E35,dpt_data_scn<145>,IOB,IO_L4N_VREF_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
E36,dpt_data_scn<144>,IOB,IO_L4P_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
E37,dpt_data_scn<148>,IOB,IO_L6P_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
E38,,,GND,,,,,,,,,,,,
E39,,,GND,,,,,,,,,,,,
E40,,,MGTAVTTRX_119,,,,,,,,,,,,
E41,,OPAD,MGTTXN0_119,UNUSED,,,,,,,,,,,
E42,,IPAD,MGTRXP0_119,UNUSED,,,,,,,,,,,
F1,,IPAD,MGTRXN0_120,UNUSED,,,,,,,,,,,
F2,,,GND,,,,,,,,,,,,
F3,,IPAD,MGTREFCLKN_120,UNUSED,,,,,,,,,,,
F4,,IPAD,MGTREFCLKP_120,UNUSED,,,,,,,,,,,
F5,,,GND,,,,,,,,,,,,
F6,dpt_data_scn<67>,IOB,IO_L5N_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
F7,,,VCCO_24,,,24,,,,,2.50,,,,
F8,,,GND,,,,,,,,,,,,
F9,dpt_data_scn<217>,IOB,IO_L0N_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
F10,dpt_data_scn<216>,IOB,IO_L0P_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
F11,dpt_data_scn<221>,IOB,IO_L2N_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
F12,dpt_data_scn<239>,IOB,IO_L11N_CC_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
F13,,,VCCO_28,,,28,,,,,2.50,,,,
F14,dpt_data_scn<247>,IOB,IO_L15N_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
F15,dpt_data_scn<250>,IOB,IO_L17P_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
F16,dpt_data_scn<129>,IOB,IO_L16N_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
F17,dpt_data_scn<128>,IOB,IO_L16P_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
F18,,,GND,,,,,,,,,,,,
F19,dpt_data_scn<106>,IOB,IO_L5P_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
F20,dpt_data_scn<99>,IOB,IO_L1N_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
F21,dpt_data_scn<194>,IOB,IO_L9P_CC_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
F22,dpt_data_scn<186>,IOB,IO_L5P_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
F23,,,VCCO_7,,,7,,,,,2.50,,,,
F24,dpt_data_scn<203>,IOB,IO_L13N_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
F25,dpt_data_scn<214>,IOB,IO_L19P_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
F26,dpt_data_scn<112>,IOB,IO_L8P_CC_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
F27,dpt_data_scn<123>,IOB,IO_L13N_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
F28,,,GND,,,,,,,,,,,,
F29,dpt_data_scn<169>,IOB,IO_L16N_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
F30,dpt_data_scn<164>,IOB,IO_L14P_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
F31,dpt_data_scn<161>,IOB,IO_L12N_VRP_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
F32,dpt_data_scn<147>,IOB,IO_L5N_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
F33,,,GND,,,,,,,,,,,,
F34,dpt_data_scn<142>,IOB,IO_L3P_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
F35,dpt_data_scn<140>,IOB,IO_L2P_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
F36,,,VCCO_27,,,27,,,,,2.50,,,,
F37,dpt_data_scn<149>,IOB,IO_L6N_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
F38,,,GND,,,,,,,,,,,,
F39,,IPAD,MGTREFCLKP_119,UNUSED,,,,,,,,,,,
F40,,IPAD,MGTREFCLKN_119,UNUSED,,,,,,,,,,,
F41,,,GND,,,,,,,,,,,,
F42,,IPAD,MGTRXN0_119,UNUSED,,,,,,,,,,,
G1,,IPAD,MGTRXN1_120,UNUSED,,,,,,,,,,,
G2,,,GND,,,,,,,,,,,,
G3,,,MGTAVCC_120,,,,,,,,,,,,
G4,,,GND,,,,,,,,,,,,
G5,,,GND,,,,,,,,,,,,
G6,dpt_data_scn<66>,IOB,IO_L5P_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
G7,dpt_data_scn<58>,IOB,IO_L1P_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
G8,dpt_data_scn<59>,IOB,IO_L1N_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
G9,dpt_data_scn<222>,IOB,IO_L3P_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
G10,,,VCCO_28,,,28,,,,,2.50,,,,
G11,dpt_data_scn<220>,IOB,IO_L2P_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
G12,dpt_data_scn<238>,IOB,IO_L11P_CC_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
G13,dpt_data_scn<243>,IOB,IO_L13N_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
G14,dpt_data_scn<251>,IOB,IO_L17N_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
G15,,,GND,,,,,,,,,,,,
G16,dpt_data_scn<133>,IOB,IO_L18N_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
G17,dpt_data_scn<111>,IOB,IO_L7N_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
G18,dpt_data_scn<110>,IOB,IO_L7P_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
G19,dpt_data_scn<107>,IOB,IO_L5N_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
G20,,,VCCO_5,,,5,,,,,2.50,,,,
G21,dpt_data_scn<195>,IOB,IO_L9N_CC_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
G22,dpt_data_scn<187>,IOB,IO_L5N_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
G23,dpt_data_scn<202>,IOB,IO_L13P_7,INPUT,LVCMOS25*,7,,,,NONE,,UNLOCATED,NO,NONE,
G24,dpt_data_scn<108>,IOB,IO_L6P_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
G25,,,GND,,,,,,,,,,,,
G26,dpt_data_scn<113>,IOB,IO_L8N_CC_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
G27,dpt_data_scn<122>,IOB,IO_L13P_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
G28,dpt_data_scn<131>,IOB,IO_L17N_5,INPUT,LVCMOS25*,5,,,,NONE,,UNLOCATED,NO,NONE,
G29,dpt_data_scn<172>,IOB,IO_L18P_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
G30,,,VCCO_27,,,27,,,,,2.50,,,,
G31,dpt_data_scn<160>,IOB,IO_L12P_VRN_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
G32,dpt_data_scn<146>,IOB,IO_L5P_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
G33,,,VCCO_27,,,27,,,,,2.50,,,,
G34,dpt_data_scn<143>,IOB,IO_L3N_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
G35,,,GND,,,,,,,,,,,,
G36,dpt_data_scn<141>,IOB,IO_L2N_27,INPUT,LVCMOS25*,27,,,,NONE,,UNLOCATED,NO,NONE,
G37,dpt_data_scn<43>,IOB,IO_L4P_23,INPUT,LVCMOS25*,23,,,,NONE,,UNLOCATED,NO,NONE,
G38,,,GND,,,,,,,,,,,,
G39,,,GND,,,,,,,,,,,,
G40,,,MGTAVCC_119,,,,,,,,,,,,
G41,,,GND,,,,,,,,,,,,
G42,,IPAD,MGTRXN1_119,UNUSED,,,,,,,,,,,
H1,,IPAD,MGTRXP1_120,UNUSED,,,,,,,,,,,
H2,,OPAD,MGTTXN1_120,UNUSED,,,,,,,,,,,
H3,,,MGTAVCCPLL_120,,,,,,,,,,,,
H4,,,GND,,,,,,,,,,,,
H5,dpt_data_scn<71>,IOB,IO_L7N_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
H6,dpt_data_scn<70>,IOB,IO_L7P_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
H7,,,VCCO_24,,,24,,,,,2.50,,,,
H8,dpt_data_scn<75>,IOB,IO_L9N_CC_24,INPUT,LVCMOS25*,24,,,,NONE,,UNLOCATED,NO,NONE,
H9,dpt_data_scn<223>,IOB,IO_L3N_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
H10,dpt_data_scn<219>,IOB,IO_L1N_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
H11,dpt_data_scn<232>,IOB,IO_L8P_CC_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
H12,,,GND,,,,,,,,,,,,
H13,dpt_data_scn<242>,IOB,IO_L13P_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
H14,dpt_data_scn<254>,IOB,IO_L19P_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
H15,dpt_data_scn<255>,IOB,IO_L19N_28,INPUT,LVCMOS25*,28,,,,NONE,,UNLOCATED,NO,NONE,
